product_name,description,brand,rating,image_url,link
Antipodes Baptise H2O Ultra-Hydrating Water Gel with Hyaluronic Acid 60ml,Quench your skin with the ,Antipodes,3.6,https://static.thcdn.com/images/large/original//productimg/1600/1600/12432848-2964876698199833.jpg,https://www.lookfantastic.com/antipodes-baptise-h2o-ultra-hydrating-water-gel-with-hyaluronic-acid-60ml/12432848.html
Murad Hydro-Dynamic™ Ultimate Moisture (50ml),"Intensely rich and deeply hydrating, Murad Hydro Dynamic Moisturiser offers long term relief from dryness. Skin is left nourished, refreshed and perfectly polished all day long. Gentle enough for sensitive complexions.",Murad,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/10475423-1544719603835581.jpg,https://www.lookfantastic.com/murad-hydro-dynamic-ultimate-moisture-50ml/10475423.html
Clinique Redness Solutions Daily Relief Cream 50ml,"Calm redness-prone skin with the Daily Relief Cream from Clinique's Redness Solution range. With an oil-free formula, the ultra-gentle moisturiser reduces visible blotchiness, whilst relieving burning and stinging sensations and minimising the appearance of broken capillaries. Ideal for those experiencing symptoms of Rosacea. E.N.",Clinique,4.61,https://static.thcdn.com/images/large/original/productimg/1600/1600/11144771-1844588266445482.jpg,https://www.lookfantastic.com/clinique-redness-solutions-daily-relief-cream-50ml/11144771.html
Erno Laszlo Phelityl Night Cream,"Designed replenish essential, ",Erno Laszlo,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12204396-1964806222588591.jpg,https://www.lookfantastic.com/erno-laszlo-phelityl-night-cream/12204396.html
Fade Out Advanced Brightening Night Cream 50ml,"Achieve a radiant, flawless complexion with the",Fade Out,3.82,https://static.thcdn.com/images/large/original//productimg/1600/1600/11284055-1974768393357014.jpg,https://www.lookfantastic.com/fade-out-advanced-brightening-night-cream-50ml/11284055.html
Elemis Pro-Collagen Oxygenating Night Cream 50ml,"Sleep and re-oxygenate your skin with Elemis Pro Collagen Oxygenating Night Cream. This luxury, moisture rich night cream is clinically proven to help increase oxygen levels in your skin and assist the skin’s natural regeneration process.",Elemis,4.77,https://static.thcdn.com/images/large/original//productimg/1600/1600/10366589-1094831839688800.jpg,https://www.lookfantastic.com/elemis-pro-collagen-oxygenating-night-cream-50ml/10366589.html
Weleda Skin Food 75ml - Light,Comfort and nourish dry skin with the ,Weleda,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/12147428-8414866376999122.jpg,https://www.lookfantastic.com/weleda-skin-food-75ml-light/12147428.html
The INKEY List Bakuchiol Moisturiser 30ml,"With its ability to accelerate healthy skin regrowth at lightning speed, ",The INKEY List,4,https://static.thcdn.com/images/large/original//productimg/1600/1600/12211783-4024768398494334.jpg,https://www.lookfantastic.com/the-inkey-list-bakuchiol-moisturiser-30ml/12211783.html
Clinique Moisture Surge SPF25 Sheertint Hydrator - Universal Light Medium 40ml,"Perfect, protect and moisturise in one quick step with the ",Clinique,4.38,https://static.thcdn.com/images/large/original/productimg/1600/1600/12075753-1294661306888277.jpg,https://www.lookfantastic.com/clinique-moisture-surge-spf25-sheertint-hydrator-universal-light-medium-40ml/12075753.html
Clinique Moisture Surge 100 Hour Auto-Replenishing Hydrator 30ml,"Replenish the look of your skin, with the Clinique Moisture Surge 100 Hour Auto-Replenishing Hydrator. An updated version of the cult-favourite, the moisturiser utilises Aloe Bio-Ferment to minimise the look and feeling of dry skin.",Clinique,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12849045-1844850030421360.jpg,https://www.lookfantastic.com/clinique-moisture-surge-100-hour-auto-replenishing-hydrator-30ml/12849045.html
COSRX Advanced Snail 92 All in One Cream 100ml,Restore youthful vitality with the ,COSRX,4.71,https://static.thcdn.com/images/large/original//productimg/1600/1600/11401173-1494867645422216.jpg,https://www.lookfantastic.com/cosrx-advanced-snail-92-all-in-one-cream-100ml/11401173.html
Eucerin Anti-Pigment SPF30 Day Cream 50ml,"Offering supreme broad-spectrum protection against UVA and UVB rays from the sun with SPF 30, the ",Eucerin,4.5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12034025-1564767840068913.jpg,https://www.lookfantastic.com/eucerin-anti-pigment-spf30-day-cream-50ml/12034025.html
Clinique for Men Oil-Control Moisturiser 100ml,"Achieve a matte, shine-free complexion with the Oil-Control Moisturiser from Clinique for Men. Ideal for daily use, the fast-absorbing cream soothes shaving irritation and cools razor burn and redness for long-lasting comfort, without leaving skin greasy. Expect conditioned, refreshed and replenished skin with a soft, smooth texture and improved strength. Suitable for oily skin types. E.N.",Clinique for Men,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/10921699-2844755375179439.jpg,https://www.lookfantastic.com/clinique-for-men-oil-control-moisturiser-100ml/10921699.html
DECLÉOR Neroli Bigarade Hydrating Rich Day Cream,Nourish and protect your complexion with ,DECLEOR,4.92,https://static.thcdn.com/images/large/original//productimg/1600/1600/11740989-1194726665913563.jpg,https://www.lookfantastic.com/decleor-neroli-bigarade-hydrating-rich-day-cream/11740989.html
Clinique Moisture Surge Intense Skin Fortifying Hydrator 50ml,Enrich your skin with the nourishing benefits of ,Clinique,4.73,https://static.thcdn.com/images/large/original/productimg/1600/1600/11144742-2864588249633281.jpg,https://www.lookfantastic.com/clinique-moisture-surge-intense-skin-fortifying-hydrator-50ml/11144742.html
First Aid Beauty Coconut Skin Smoothie Priming Moisturiser,Improve the appearance of your skin with the ,First Aid Beauty,4.68,https://static.thcdn.com/images/large/original//productimg/1600/1600/11393476-1434821988996158.jpg,https://www.lookfantastic.com/first-aid-beauty-coconut-skin-smoothie-priming-moisturizer/11393476.html
Sukin Sensitive Facial Moisturiser (125ml),"Formulated specifically for sensitive skin, the Sensitive Facial Moisturiser by Sukin is light and gentle enough for even the most delicate skin. Enriched with moisturising shea butter, soothing aloe vera with rose hip, blended with nourishing sesame and jojoba oils, this moisturiser absorbs into the skin immediately, and dramatically soothes and calms your complexion. Your face will be left looking beautifully radiant and feeling silky smooth. - R.H",Sukin,4.44,https://static.thcdn.com/images/large/original//productimg/1600/1600/10961577-1064864242656253.jpg,https://www.lookfantastic.com/sukin-sensitive-facial-moisturiser-125ml/10961577.html
bareMinerals Butter Drench Intense Moisurising Day Cream,Intensely hydrate skin with ,bareMinerals,4.92,https://static.thcdn.com/images/large/original//productimg/1600/1600/11262518-5764871576702058.jpg,https://www.lookfantastic.com/bareminerals-butter-drench-intense-moisurising-day-cream/11262518.html
Pai Skincare Chamomile and Rosehip Calming Day Cream 50ml,"Unique and effective, the Instant Calm: Chamomile & Rosehip Calming Day Cream by Pai is formulated with super soothing ingredients which work to minimise risk of irritation whilst reducing redness. With Matricin and Azulene to soothe, Omegas 3, 6, 7 and 9 to keep skin hydrated and CO2 extracts of German Chamomile and Rosehip to restore, this cream is a must have.",Pai,4.54,https://static.thcdn.com/images/large/original//productimg/1600/1600/10877640-1294775644608642.jpg,https://www.lookfantastic.com/pai-skincare-chamomile-and-rosehip-calming-day-cream-50ml/10877640.html
Bulldog Protective Moisturiser 100ml,"Made in the UK, the Protective Moisturiser from Bulldog contains nine essential oils, including bergamot and ginger to intensely hydrate skin. Specially formulated with anti-inflammatory aloe vera and soothing green tea, the non-greasy cream heals razor burn and irritation to leave skin feeling comfortable all day long. Delivers a broad spectrum SPF15 to shield skin from the sun's harmful rays, ideal for outdoor activities, sport and leisure. E.N.",Bulldog Skincare for Men,3.75,https://static.thcdn.com/images/large/original/productimg/1600/1600/11120094-4604644207447246.jpg,https://www.lookfantastic.com/bulldog-protective-moisturiser-100ml/11120094.html
Liz Earle Skin Repair Light,Moisturise your complexion without weighing it down with the ,Liz Earle,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12540077-6734764965847930.jpg,https://www.lookfantastic.com/liz-earle-skin-repair-light/12528857.html
Estée Lauder DayWear Anti-Oxidant 72H-Hydration Sorbet Creme SPF 15 50ml,Protect your complexion from the harmful effects of daily external aggressors with ,Estée Lauder,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12062040-1654658705295984.jpg,https://www.lookfantastic.com/estee-lauder-daywear-anti-oxidant-72h-hydration-sorbet-creme-spf-15-50ml/12062040.html
Fade Out ADVANCED + Age Protection Even Skin Tone Day Cream SPF 25 50ml,Tackle signs of premature ageing with the ,Fade Out,4.54,https://static.thcdn.com/images/large/original//productimg/1600/1600/11490811-2124768393582269.jpg,https://www.lookfantastic.com/fade-out-advanced-age-protection-even-skin-tone-day-cream-spf-25-50ml/11490811.html
Elemis Peptide4 Plumping Pillow Facial,"Wake up to skin that looks radiant and rested with the Peptide4 Plumping Pillow Facial from luxury body and skincare brand, Elemis. Referred to as an all‐in‐one ‘facial in a jar’ that works overnight when skin is most receptive to repair, this night cream helps to restore radiance to overworked and tired skin and delivers a cooling effect when your body’s temperature rises during sleep, preventing moisture loss.",Elemis,4.72,https://static.thcdn.com/images/large/original//productimg/1600/1600/12091010-1684815572199765.jpg,https://www.lookfantastic.com/elemis-peptide4-plumping-pillow-facial/12091010.html
Fade Out Advanced Brightening Day Cream SPF20 50ml,Soothe and perfect your complexion with,Fade Out,4.2,https://static.thcdn.com/images/large/original//productimg/1600/1600/11284054-1164768393402425.jpg,https://www.lookfantastic.com/fade-out-advanced-brightening-day-cream-spf20-50ml/11284054.html
Murad Oil and Pore Control Mattifier SPF45 PA 50ml,Control shine and protect your complexion with the ,Murad,4.59,https://static.thcdn.com/images/large/original/productimg/1600/1600/12245716-2434698674738010.jpg,https://www.lookfantastic.com/murad-oil-and-pore-control-mattifier-spf45-pa-50ml/12245716.html
"Avène Les Essentiels Rich Revitalizing Nourishing Cream Moisturiser for Dry, Sensitive Skin 50ml","Allow the gentle components within the Avène Les Essentiels Rich Revitalizing Nourishing Cream Moisturiser for Dry, Sensitive Skin to soothe and replenish.",Avene,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12312816-1614872049820250.jpg,https://www.lookfantastic.com/avene-les-essentiels-rich-revitalizing-nourishing-cream-moisturiser-for-dry-sensitive-skin-50ml/12312816.html
REN Clean Skincare Evercalm Global Protection Day Cream 50ml,"Working to hydrate and replenish your skin, REN Clean Skincare's Evercalm Global Protection Day Cream (50ml) is perfect for sensitive and delicate skin that is regularly exposed to pollution. Working to sooth and protect skin whilst helping to combat the discomfort, redness and sensitivity that can cause premature ageing, this gorgeous cream trains skin to be less sensitive whilst fighting against the damage caused by free radicals and environmental aggressors.",REN Clean Skincare,4.74,https://static.thcdn.com/images/large/original//productimg/1600/1600/10872940-9234871795131443.jpg,https://www.lookfantastic.com/ren-clean-skincare-evercalm-global-protection-day-cream-50ml/10872940.html
"JASON Age Renewal Vitamin E 25,000iu Cream (120g)","Help minimise fine lines, improve skin tone, texture and elasticity with JASON 25000IU Vitamin E Age Renewal Moisturising Cream. This luscious cream will reinvigorate your skin, perfect for mature and dehydrated skin.",JASON,4.32,https://static.thcdn.com/images/large/original/productimg/1600/1600/10546498-4384620909041466.jpg,https://www.lookfantastic.com/jason-age-renewal-vitamin-e-25-000iu-cream-113g/10546498.html
Clinique Smart SPF 15 Custom Repair Moisturiser - Dry to Combination Skin - 50ml,"Catering for dry to combination skin types, the Clinique Smart Custom Repair Moisturiser SPF 15 deeply hydrates and brightens your complexion, while restoring long-lasting comfort. Formulated using the brand's Smart™ technology, the fast-absorbing moisturiser minimises the appearance of fine lines and wrinkles and strengthens the skin's natural moisture barrier. This will reveal a refreshed, rejuvenated complexion. The moisturiser delivers UVA and UVB protection to shield against environmental aggressors, inspiring a youthful glow and smooth, soft complexion with a boost in moisture.",Clinique,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/11179853-3274588454985330.jpg,https://www.lookfantastic.com/clinique-smart-spf-15-custom-repair-moisturiser-dry-to-combination-skin-50ml/11179853.html
